United Kingdom, Exposure to risk (period 1x10)     Last modified: 29-Jan-2016, MPv5 (May07)

   Year      Age       Female          Male         Total
1922-1929      0      3179187.39   3283694.80   6462882.19 
1922-1929      1      3173381.75   3247471.01   6420852.76 
1922-1929      2      3206932.32   3278575.45   6485507.77 
1922-1929      3      3186040.48   3256604.07   6442644.55 
1922-1929      4      3130859.74   3197835.88   6328695.62 
1922-1929      5      3094715.46   3158559.71   6253275.17 
1922-1929      6      3079767.53   3141381.85   6221149.38 
1922-1929      7      3078721.94   3135375.87   6214097.80 
1922-1929      8      3072618.10   3121220.04   6193838.14 
1922-1929      9      3048026.73   3088202.94   6136229.67 
1922-1929     10      3039655.68   3072060.26   6111715.94 
1922-1929     11      3097866.67   3121972.57   6219839.24 
1922-1929     12      3196158.11   3210771.99   6406930.10 
1922-1929     13      3276587.63   3278665.27   6555252.90 
1922-1929     14      3326040.83   3312962.30   6639003.13 
1922-1929     15      3345005.83   3317665.91   6662671.74 
1922-1929     16      3346378.93   3305946.82   6652325.74 
1922-1929     17      3344916.01   3287803.25   6632719.26 
1922-1929     18      3341122.48   3262618.60   6603741.08 
1922-1929     19      3334199.96   3232824.60   6567024.56 
1922-1929     20      3316158.67   3187429.93   6503588.60 
1922-1929     21      3286304.01   3124658.07   6410962.08 
1922-1929     22      3252417.21   3054742.44   6307159.65 
1922-1929     23      3215730.94   2976363.75   6192094.69 
1922-1929     24      3179666.01   2893246.71   6072912.72 
1922-1929     25      3144319.08   2811647.46   5955966.54 
1922-1929     26      3107697.20   2733340.68   5841037.88 
1922-1929     27      3068983.04   2658639.41   5727622.45 
1922-1929     28      3028531.49   2587526.25   5616057.74 
1922-1929     29      2984355.49   2517985.67   5502341.16 
1922-1929     30      2944463.35   2461204.55   5405667.90 
1922-1929     31      2912044.62   2427009.29   5339053.91 
1922-1929     32      2872319.09   2400831.76   5273150.84 
1922-1929     33      2830952.02   2378014.60   5208966.62 
1922-1929     34      2795381.50   2359541.52   5154923.02 
1922-1929     35      2763119.74   2341263.15   5104382.89 
1922-1929     36      2734774.44   2324908.58   5059683.02 
1922-1929     37      2702924.52   2307017.02   5009941.54 
1922-1929     38      2668640.06   2285984.21   4954624.27 
1922-1929     39      2644314.68   2271100.55   4915415.22 
1922-1929     40      2634527.84   2268732.92   4903260.77 
1922-1929     41      2621371.60   2266712.94   4888084.54 
1922-1929     42      2590928.54   2253490.92   4844419.46 
1922-1929     43      2559702.25   2238977.67   4798679.92 
1922-1929     44      2527032.94   2221432.43   4748465.37 
1922-1929     45      2491770.34   2202733.65   4694503.99 
1922-1929     46      2457029.40   2188550.79   4645580.19 
1922-1929     47      2409310.58   2165510.05   4574820.63 
1922-1929     48      2352132.92   2130674.16   4482807.07 
1922-1929     49      2296798.53   2093008.40   4389806.93 
1922-1929     50      2250038.28   2060239.64   4310277.92 
1922-1929     51      2199383.37   2024333.97   4223717.34 
1922-1929     52      2127483.16   1970544.01   4098027.16 
1922-1929     53      2047666.03   1904711.14   3952377.17 
1922-1929     54      1970906.94   1833981.25   3804888.19 
1922-1929     55      1899083.65   1761883.50   3660967.15 
1922-1929     56      1828012.80   1689295.43   3517308.23 
1922-1929     57      1753315.89   1614160.85   3367476.74 
1922-1929     58      1679251.71   1537938.48   3217190.18 
