France (Total Population), Exposure to risk (period 5x10), 	Last modified: 31 May 2017, MPv5 (May07)

  Year          Age             Female            Male           Total
1816-1819        0           1645192.25      1719810.88      3365003.13
1816-1819      1-4           5638913.10      5831859.05     11470772.15
1816-1819      5-9           6109774.58      6385339.97     12495114.55
1816-1819     10-14          5734531.90      5867749.52     11602281.42
1816-1819     15-19          5648738.03      5571535.58     11220273.61
1816-1819     20-24          5390326.87      4878645.76     10268972.63
1816-1819     25-29          4832859.43      4021853.24      8854712.67
1816-1819     30-34          4524898.39      3924911.84      8449810.23
1816-1819     35-39          4154527.25      3778064.56      7932591.81
1816-1819     40-44          3789357.02      3297251.06      7086608.08
1816-1819     45-49          3423513.75      2906556.28      6330070.03
1816-1819     50-54          3125867.63      2784230.54      5910098.17
1816-1819     55-59          2715911.02      2526740.34      5242651.36
1816-1819     60-64          2242105.71      2111411.19      4353516.90
1816-1819     65-69          1658369.64      1555451.49      3213821.13
1816-1819     70-74          1068768.72      1000833.03      2069601.75
1816-1819     75-79           604723.50       562009.36      1166732.86
1816-1819     80-84           277622.64       258551.47       536174.11
1816-1819     85-89            95447.88        89200.14       184648.02
1816-1819     90-94            28121.84        26370.32        54492.16
1816-1819     95-99             5688.18         5909.94        11598.12
1816-1819    100-104             682.37          731.95         1414.32
1816-1819    105-109              78.68           91.90          170.58
1816-1819    110+                  5.13            5.37           10.50
1820-1829        0           4315992.45      4513475.00      8829467.45
1820-1829      1-4          14439751.34     14756402.89     29196154.23
1820-1829      5-9          16137246.98     16489071.07     32626318.05
1820-1829     10-14         14771191.51     15437540.73     30208732.24
1820-1829     15-19         13961147.82     14496680.43     28457828.25
1820-1829     20-24         13429699.72     13530554.17     26960253.89
1820-1829     25-29         12895599.99     12149699.03     25045299.02
1820-1829     30-34         11895565.48     10355273.06     22250838.54
1820-1829     35-39         10821636.69      9295711.83     20117348.52
1820-1829     40-44          9903473.85      8864067.00     18767540.85
1820-1829     45-49          8971412.06      7947693.45     16919105.50
1820-1829     50-54          8007359.48      6830173.98     14837533.47
1820-1829     55-59          7045445.02      6091401.03     13136846.04
1820-1829     60-64          5929020.56      5370652.13     11299672.69
1820-1829     65-69          4606685.01      4285761.11      8892446.12
1820-1829     70-74          3227814.33      2953809.61      6181623.94
1820-1829     75-79          1785271.80      1655045.50      3440317.30
1820-1829     80-84           754034.25       699265.67      1453299.92
1820-1829     85-89           251510.49       234394.54       485905.03
1820-1829     90-94            76312.17        69038.55       145350.72
1820-1829     95-99            15048.95        14751.41        29800.36
1820-1829    100-104            1467.66         1460.11         2927.77
1820-1829    105-109              83.74           94.31          178.05
1820-1829    110+                  0.00            0.00            0.00
1830-1839        0           4319529.54      4516949.27      8836478.81
1830-1839      1-4          14630278.58     14949145.18     29579423.76
1830-1839      5-9          16403349.54     16810011.61     33213361.15
1830-1839     10-14         15493753.48     15914786.18     31408539.66
1830-1839     15-19         14681434.14     15286279.78     29967713.92
1830-1839     20-24         13619581.11     14325678.79     27945259.90
1830-1839     25-29         12753733.90     13183340.13     25937074.04
1830-1839     30-34         12185611.60     12371781.14     24557392.74
1830-1839     35-39         11620604.82     11122463.80     22743068.62
1830-1839     40-44         10622186.34      9348922.47     19971108.81
1830-1839     45-49          9583474.49      8176214.80     17759689.29
1830-1839     50-54          8525911.19      7538879.44     16064790.63
1830-1839     55-59          7419793.05      6478965.79     13898758.84
1830-1839     60-64          6178618.94      5178670.90     11357289.84
1830-1839     65-69          4835246.45      4103441.94      8938688.39
1830-1839     70-74          3411000.48      3024984.81      6435985.29
1830-1839     75-79          2024754.90      1834875.03      3859629.93
1830-1839     80-84           923160.27       836643.83      1759804.10
1830-1839     85-89           287253.93       255418.09       542672.01
1830-1839     90-94            77463.35        68092.96       145556.31
1830-1839     95-99            15487.26        13643.89        29131.15
1830-1839    100-104            1760.14         1564.30         3324.44
1830-1839    105-109             145.63          141.43          287.06
1830-1839    110+                  0.15            0.66            0.81
1840-1849        0           4339585.20      4511279.06      8850864.26
1840-1849      1-4          15021062.09     15328130.08     30349192.17
1840-1849      5-9          16855945.24     17358968.51     34214913.75
1840-1849     10-14         15982929.93     16448716.95     32431646.89
1840-1849     15-19         15233360.80     15717822.58     30951183.38
1840-1849     20-24         14364557.06     14805889.61     29170446.67
1840-1849     25-29         13413576.15     13773747.32     27187323.47
1840-1849     30-34         12355392.18     12803545.04     25158937.22
1840-1849     35-39         11505484.67     11892870.37     23398355.04
1840-1849     40-44         10876433.59     11045996.97     21922430.56
1840-1849     45-49         10244115.60      9801125.77     20045241.37
1840-1849     50-54          9179652.10      8040437.37     17220089.47
1840-1849     55-59          7942941.94      6707368.27     14650310.21
1840-1849     60-64          6666271.10      5754916.42     12421187.52
1840-1849     65-69          5193347.11      4456538.35      9649885.46
1840-1849     70-74          3629950.80      2988277.91      6618228.71
1840-1849     75-79          2174575.95      1760280.59      3934856.54
1840-1849     80-84           991667.54       834051.90      1825719.44
1840-1849     85-89           326111.68       268237.61       594349.29
1840-1849     90-94            89381.97        71838.11       161220.08
1840-1849     95-99            16210.56        13903.37        30113.94
1840-1849    100-104            1449.52         1029.25         2478.77
1840-1849    105-109              72.79           42.83          115.62
1840-1849    110+                  0.00            0.00            0.00
1850-1859        0           4257675.49      4415161.50      8672836.98
